,authors,tweets,likes,retweets,time
281,MikePru0,"Great result, though the level of play needs to step up because Japan looked good and Ukraine will be tough and scrappy. Hoping the fan atmosphere improves as well! https://t.co/OkEt0Z37PE https://t.co/XnwrRYs16n",0,0,2022-04-26 22:09:01+00:00
282,weatherhead_hc,"Happy birthday to our Ladies’ Historicals player and mentor Lydia 
  
🎉🎉🏑🏑
Blessings in your new year 🙏🏾💫

#weareweatherhead 
#fieldhockey🏑 
#HappyBirthday 

@ugandahockey @hockey256news @NCSUganda1  @UOC_media @Sanyuzungu @pkt_style @SportsOceanUG @UGsportsENT https://t.co/3MwhSthf5T",0,0,2022-05-05 06:50:52+00:00
283,HOCKEY_COACHING,"RT @ButcherSport: Very excited by our May half term camps where we’re returning to two of our @HOCKEY_COACHING fav venues! 

Book securely…",0,2,2022-05-05 05:34:34+00:00
284,NikLim01,"@somnath20094585 @Arvindm98396363 @zeeshan_naiyer2 @Gopilal11561166 @MustakimMutwa @airahwa @adityaisback1 @imnitinprakash @vivek84807819 @Munna__Kumar @MohsinA84182126 @zeeshan_naiyer @shashidigital @prasarbharati @akashvanisports @MIB_India @PMOIndia @narendramodi @ianuragthakur @OfficeofPoonamM @AkashvaniAIR @poonam_mahajan @ddsportschannel @DD_Bharati @FmRainbowMumbai @newsonair @KirenRijiju @AIRBHUJ @FmGoldMumbai @oyeekd @AIRlucknow @air_mumbai @AIR_ADGP_WR @AIRKolkata @107FmRainbow @AIRPatna @NisithPramanik @abhishek_goldi @Murugan_MoS @NukalaVenudhar @BCCI @SGanguly99 @JayShah @ianuragthakur WHY no intent from Govt to get sports on @akashvanisports?

&gt;Asian/C'wealth Games
&gt;#FIFAClubWorldCup
&gt; 🏏 IND &amp; WC Men Women
&gt;#FIH Women's World Cup
&gt; 🏑 #FIHProLeague  
&gt; 🏸 #BWF 
DD via @doordarshan_dtt doing it for few sports

@shashidigital @OfficeofPoonamM",2,0,2022-05-05 04:33:43+00:00
285,DemarzoJeannine,Great lift test PRed on Deadlift at 235 lbs and bulgarian split squats at 65 lbs DBs in each hand #LetsGo #Strong #lifting #FieldHockey #Testing #SPM230 #LoveIt,0,0,2022-05-05 03:14:35+00:00
286,DemarzoJeannine,"7 hours later ... 5 assignments done, finance study session w/ @matthewfaller1 and @avery27035475 done, now time for my field hockey lift test 😤😎💪 #LetsGetIt #Study #Homework #Lifting #Strong #SPM230 #FieldHockey #Testing",0,0,2022-05-05 00:56:39+00:00
287,ladyboarder9669,RT! SELL YOUR BUSINESS OR BLOG &amp; EARN!!! Save hundreds by Listing it for FREE at FIH! Use code: Q5NZYM. #sellyourbusiness #makemoney #sellyourbusinessforfree #listyourbusiness #listyourbusinessforfree #FIH #freebusinessforselllisting #AD --&gt; https://t.co/KH8B78mQlc https://t.co/C1WiAzkwep,0,0,2022-05-04 20:41:25+00:00
288,brian_agler,RT @witt_fh: Each Wednesday we will be introducing members of our team. Today we are excited to introduce Lucy DeVita. She is from Columbus…,0,2,2022-05-04 19:39:49+00:00
289,MountRoyalMom,"RT @FHalberta: Spots are filling up fast, don't forget to register for Field Hockey Alberta first Canada Day Masters tournament (age 35+) D…",0,2,2022-05-04 19:23:18+00:00
290,DawnaMorrow,"RT @FHalberta: Spots are filling up fast, don't forget to register for Field Hockey Alberta first Canada Day Masters tournament (age 35+) D…",0,2,2022-05-04 18:28:55+00:00
291,BizNewsJobs,"RT @AKPROCanada: Having problems to figure out what size #fieldhockey stick to select?  ⁠
Link in bio for tips 😁⁠
#akprocanada #fieldhockey…",0,1,2022-05-04 18:05:11+00:00
292,AKPROCanada,"Having problems to figure out what size #fieldhockey stick to select?  ⁠
Link in bio for tips 😁⁠
#akprocanada #fieldhockey #fieldhockeyequipment #fieldhockeylife#fieldhockeytraining #fieldhockeygirls
#fieldhockeygoalie #sportstore #supportlocal #fieldhockeysticks https://t.co/NYt2CBbT03",0,1,2022-05-04 18:02:08+00:00
293,keelytamer31,RT @GreatLakesRFH: Registration is OPEN! Come play with us! GLRFH Adult Tournament Opportunity June 4th &amp; 5th at the Midwest Classic https:…,0,1,2022-05-04 15:49:27+00:00
294,keelytamer31,"RT @GreatLakesRFH: Last chance to REGISTER! See you tonight!
Coach Education Series Continues with Nancy Cox, this Wednesday, May 4th at 7p…",0,2,2022-05-04 15:49:23+00:00
295,FHalberta,"Spots are filling up fast, don't forget to register for Field Hockey Alberta first Canada Day Masters tournament (age 35+) Deadline to register May 30th! https://t.co/2sMqPopHn3
#yycfieldhockey #masters #canadadaymasters #july1 #joinus #fieldhockey #canada #Wednesdaymotivations https://t.co/hBtT3FtOPl",3,2,2022-05-04 15:31:29+00:00
296,GreatLakesRFH,Registration is OPEN! Come play with us! GLRFH Adult Tournament Opportunity June 4th &amp; 5th at the Midwest Classic https://t.co/66mQZaB9W8 @MHSFHA #glrfh #adultfieldhockey #fieldhockey #fieldhockeylife #fieldhockeyislife #fieldhockeytournament,1,1,2022-05-04 15:16:43+00:00
297,ScarColl_DOS,"RT @ButcherSport: Very excited by our May half term camps where we’re returning to two of our @HOCKEY_COACHING fav venues! 

Book securely…",0,2,2022-05-04 14:53:07+00:00
298,ButcherSport,"Very excited by our May half term camps where we’re returning to two of our @HOCKEY_COACHING fav venues! 

Book securely at https://t.co/n0ykIOcjIP 

#Adidas #fieldhockey #Halftermcamps #Halfterm https://t.co/cn1xJGpwMu",6,2,2022-05-04 14:51:45+00:00
299,coachbronwen,RT @witt_fh: Each Wednesday we will be introducing members of our team. Today we are excited to introduce Lucy DeVita. She is from Columbus…,0,2,2022-05-04 14:41:41+00:00
300,witt_fh,"Each Wednesday we will be introducing members of our team. Today we are excited to introduce Lucy DeVita. She is from Columbus, Ohio. Lucy is a photographer for the university and also a member of @deltagammawittenberg #TigerUp #FieldHockey https://t.co/eMN5f53MmI",13,2,2022-05-04 14:41:05+00:00
301,ELReilly16,"RT @GreatLakesRFH: Last chance to REGISTER! See you tonight!
Coach Education Series Continues with Nancy Cox, this Wednesday, May 4th at 7p…",0,2,2022-05-04 14:35:43+00:00
302,GreatLakesRFH,"Last chance to REGISTER! See you tonight!
Coach Education Series Continues with Nancy Cox, this Wednesday, May 4th at 7pm EST https://t.co/fBVBRDy8o5 @MHSFHA #glrfh #fieldhockeycoaching #fieldhockeycoaches #fieldhockeytraining #fieldhockey",2,2,2022-05-04 14:30:14+00:00
303,andystephens7,Finchfield Hockey Club are looking for new players … #finchfieldhc #hockey #fieldhockey #englandhockey @finchfieldhc https://t.co/CtjV0uF0Tv,0,0,2022-05-04 11:56:28+00:00
304,NorthsHockey,"JUNIOR GAME RESULT - A good start to the week in Blue by D grade with a great team effort to grab the win
#NorthsHockey
#FieldHockey
#HockeyseasonInBlue2022
#JuniorHockeyInBlue
#JuniorBlueBaggers #NewcastleHockey
#HockeyNSW
#HockeyAustrala
#NewcastleHockeyCentre
#GoYouBlueBaggers https://t.co/n9eYRJGNLn",0,0,2022-05-04 11:49:52+00:00
305,RitualHockey,"Germany (a) for @dgoodfield1 this week 🏴󠁧󠁢󠁥󠁮󠁧󠁿

#teamritual #ritualhockey #fieldhockey #whatsyourritual 

📷- @WorldSportPics_ https://t.co/CrGEHnUu2f",11,0,2022-05-04 11:33:42+00:00
306,hockeyvictoria,"Cracking goal from @FootscrayHC in the @GameClothingCo MPL on the weekend
🔥🔥🔥 #FieldHockey #HockeyHighlights https://t.co/s19z8d1K6v",2,0,2022-05-04 09:30:00+00:00
307,hockeyWrldNws,"RT @HalfCourtPress1: Editor and producer of the Half Court Press, @TaoMacLeod, has recently contributed to the latest edition of the @hocke…",0,3,2022-05-04 09:28:21+00:00
308,hockeyWrldNws,RT @TaoMacLeod: I’ve recently contributed an article on coaching towards the latest edition of the @hockeyWrldNws Magazine. Check it out he…,0,3,2022-05-04 09:27:49+00:00
309,CaledoniaAlbion,RT @TaoMacLeod: I’ve recently contributed an article on coaching towards the latest edition of the @hockeyWrldNws Magazine. Check it out he…,0,3,2022-05-04 09:27:22+00:00
310,HalfCourtPress1,RT @TaoMacLeod: I’ve recently contributed an article on coaching towards the latest edition of the @hockeyWrldNws Magazine. Check it out he…,0,3,2022-05-04 09:26:54+00:00
311,TaoMacLeod,"I’ve recently contributed an article on coaching towards the latest edition of the @hockeyWrldNws Magazine. Check it out here…

#Hockey #FieldHockey #journalism #sports #SportsJournalism #Magazine https://t.co/fvHLQ9EFsj",4,3,2022-05-04 09:26:39+00:00
312,TaoMacLeod,"RT @HalfCourtPress1: Editor and producer of the Half Court Press, @TaoMacLeod, has recently contributed to the latest edition of the @hocke…",0,3,2022-05-04 09:21:36+00:00
313,CaledoniaAlbion,"RT @HalfCourtPress1: Editor and producer of the Half Court Press, @TaoMacLeod, has recently contributed to the latest edition of the @hocke…",0,3,2022-05-04 09:21:03+00:00
314,HalfCourtPress1,"Editor and producer of the Half Court Press, @TaoMacLeod, has recently contributed to the latest edition of the @hockeyWrldNws Magazine. Check it out below…

#hockey #FieldHockey #magazine https://t.co/WgAryBU3TB",8,3,2022-05-04 09:20:40+00:00
315,CalumGiles,Ever had the problem of choosing which stick to use? #fieldhockey #ritual #choose #decision #fieldhockeyislife #hockeyfamily #dilemma @ Horley https://t.co/SfqrdNsiqK,1,0,2022-05-04 05:50:25+00:00
316,JrKanuks,@MizunoGolfNA @ebarnesgolf10 @KornFerryTour I agree #nothingfeelslikeamizuno BUT why can’t I buy #MizNextGen in left handed? This isn’t #fieldhockey,0,0,2022-05-04 02:36:25+00:00
317,WVFHC,"Calling all women's and men's league players...have you RSVP'd to the invitation you received via email? We really hope you can make it, it is going to be a fun night! #wvfhc #fieldhockey https://t.co/DPMCwQeEuB",1,0,2022-05-04 00:32:11+00:00
318,ladyboarder9669,RT! SELL YOUR BUSINESS OR BLOG &amp; EARN!!! Save hundreds by Listing it for FREE at FIH! Use code: Q5NZYM. #sellyourbusiness #makemoney #sellyourbusinessforfree #listyourbusiness #listyourbusinessforfree #FIH #freebusinessforselllisting #AD --&gt; https://t.co/KH8B78mQlc https://t.co/gNKDaBmI0d,0,0,2022-05-03 22:47:38+00:00
319,IVARISports,"It's a Vibe. #AlwaysRepping 

#IVARISports #TeamIVARI #hockeyclothing #fieldhockey

📸 https://t.co/mTpROe1DKI via https://t.co/qxLm9pLSxc https://t.co/i7tNP2trgs",0,0,2022-05-03 20:24:34+00:00
320,LMCMediaCenter,"RT @LMCVarsity: Had a chance earlier today to catch up with outgoing @mhsvarsitysport #FieldHockey coach John Savage, have a listen below!…",0,1,2022-05-03 20:12:33+00:00
321,LMCVarsity,"Had a chance earlier today to catch up with outgoing @mhsvarsitysport #FieldHockey coach John Savage, have a listen below! @MamkAthletics https://t.co/WxKOMcYVrU",4,1,2022-05-03 19:38:17+00:00
322,ChesterfieldHC,"A - Alex Sandoval (Harrogate)
B - Dan Molloy (Harrogate)
C - Alex Sandoval (Newcastle Uni)
D - Joe Giltrow (Lindum)
 
Thanks to Matt D for the video production

#evergreen 
#fieldhockey 
#goaloftheseason",0,0,2022-05-03 19:08:39+00:00
323,Coach_Allen54,"RT @AstroTurfUSA: Green technology field hockey field coming to Duke University

#AstroTurf #OnOurTurf #fieldhockey 

https://t.co/mJjaVhUl…",0,2,2022-05-03 16:04:14+00:00
324,IMGAmasters,"Always keep your eyes on the ball  👀👀⚡️

#focus #fieldhockey #mastershockey #masterstogether #ballsport https://t.co/8EJyxL8l2f",1,0,2022-05-03 13:33:34+00:00
325,AstroTurfUSA,"Green technology field hockey field coming to Duke University

#AstroTurf #OnOurTurf #fieldhockey 

https://t.co/mJjaVhUlf5",6,2,2022-05-03 12:53:40+00:00
326,RitualHockey,"Final of the play offs for @barbara_nelen and Gantoise▫️🔹👊

#teamritual #ritualhockey #fieldhockey

📷- @WorldSportPics_ https://t.co/cxcX7eImP4",1,0,2022-05-03 10:54:54+00:00
327,NorthsHockey,"SENIOR GAME TIMES - Blue Baggers back at it this week except the Premier League Boys who have the week off.  See you all out to support the Blue Baggers.
#NorthsHockey
#FieldHockey 
#HockeyseasonInBlue2022
#HockeyNSW
#HockeyAustralia
#GoYouBlueBaggers https://t.co/FpAoZr3pB5",0,0,2022-05-03 09:10:39+00:00
328,Sagarpattashan7,"RT @ArgusNews_in: The Indian Men and Women #Hockey Teams have climbed to 3rd &amp; 7th positions, respectively in the latest #FIH World Ranking…",0,4,2022-05-03 09:08:23+00:00
329,wdedwards,RT @witt_fh: 225lb Front Squat for Ryleigh Bavineau!!! #HWPO #TigerUp #fieldhockey https://t.co/6mtGlkuf51,0,1,2022-05-03 09:00:59+00:00
330,KayeMenner,Paul Cude @paul_cude One #dragons addiction to #FieldHockey may help him &amp; his plucky friends expose the unscrupulous villains trying to take the planet https://t.co/Q2CZCCGzEW #DisneyFieldHockey #Hockey #Lacrosse #LAX #Rugby #RugbyWorldCup #KindleUnlimited #BoxSet,0,0,2022-05-03 07:14:30+00:00
331,arnoldphillip87,"RT @weatherhead_hc: Wishing our ⭐️ boy; Joel (@barungijowalter ) a happy birthday 🥳🎉💫

Blessings through your new year 🙏🏾

#fieldhockey🏑 
#…",0,1,2022-05-03 06:59:48+00:00
332,subhasishmantu,"RT @ArgusNews_in: The Indian Men and Women #Hockey Teams have climbed to 3rd &amp; 7th positions, respectively in the latest #FIH World Ranking…",0,4,2022-05-03 06:52:00+00:00
333,Shraban73797916,"RT @ArgusNews_in: The Indian Men and Women #Hockey Teams have climbed to 3rd &amp; 7th positions, respectively in the latest #FIH World Ranking…",0,4,2022-05-03 05:59:39+00:00
334,RajatPattnaik10,"RT @ArgusNews_in: The Indian Men and Women #Hockey Teams have climbed to 3rd &amp; 7th positions, respectively in the latest #FIH World Ranking…",0,4,2022-05-03 05:56:17+00:00
335,ArgusNews_in,"The Indian Men and Women #Hockey Teams have climbed to 3rd &amp; 7th positions, respectively in the latest #FIH World Rankings issued yesterday. This rise in rankings is courtesy of their impressive performance in the #FIHProLeague matches held in #Bhubaneswar: #Odisha Sports Dept https://t.co/fAKs9YzHtl",5,4,2022-05-03 05:55:59+00:00
336,weatherhead_hc,"Wishing our ⭐️ boy; Joel (@barungijowalter ) a happy birthday 🥳🎉💫

Blessings through your new year 🙏🏾

#fieldhockey🏑 
#weareweatherhead 
#HappyBirthday 

@NCSUganda1 @Innovug @UOC_media @hockey256news @UGsportsENT @ugandahockey https://t.co/1fM66ftjm3",14,1,2022-05-03 05:21:12+00:00
337,susaneymann,"RT @LethbridgeSport: Canada Summer Job sport position for Lethbridge. #wearehiring #lookingforyou #yqlbusines #lethbridge
#alberta #summers…",0,1,2022-05-03 04:09:44+00:00
338,jjuuks,"RT @weatherhead_hc: Thread 3/3
📸📸

Action pictures - 
Historicals Ladies 3- Wanaichi HDF 0💫💫🏑🏑

📸 by @charlesmusoke17 👏🏽👏🏽

#weareweatherhe…",0,3,2022-05-03 04:04:43+00:00
339,jjuuks,"RT @weatherhead_hc: Thread 2/3
📸📸

Action pictures - 
Historicals Ladies 3- Wanaichi HDF 0💫💫🏑🏑

📸 by @charlesmusoke17 👏🏽👏🏽

#weareweatherhe…",0,3,2022-05-03 04:04:38+00:00
340,jjuuks,"RT @weatherhead_hc: Thread 1/3
📸📸

Action pictures - 
Historicals Ladies 3- Wanaichi HDF 0💫💫🏑🏑

📸 by @charlesmusoke17 👏🏽👏🏽

#weareweatherhe…",0,4,2022-05-03 04:04:22+00:00
341,niubo2z0,"Best Street &amp; Field Hockey Balls https://t.co/6SNnxs1MvM
#fieldhockey #street #hockey #fieldy #blogweb",10,0,2022-05-03 04:03:41+00:00
342,CollegiansX,"A huge win for our Open age team this week with the mens 2s grabbing a point 🟣🟡
.
.
#fieldhockey #monash #monashuniversity #melbournesport #melbourne #wesleycollegemelbourne https://t.co/T7Usbue1yO",3,0,2022-05-03 02:11:39+00:00
343,NorthsHockey,"TURNBACK TUESDAY- Today look back 5 years at some Norths &amp; South rivalry memories via @nbnnews.
#NorthsHockey
#FieldHockey
#TurnbackTuesdayInBlue
#NorthsHockeyHistory
#NewcastleHockeyHistory
#NorthsVsSouthInNewcastleHockey
#HCPHL
#NBNNews
#GoYouBlueBaggers https://t.co/37kZUmHRCt",1,0,2022-05-03 02:02:39+00:00
344,houstonvelocity,"A little bit of #hiit, a little bit of #stickskills, and a little bit of #scrimmage with the coaches. I’d say that’s the makings of an excellent Uppers practice!
.
.
#fieldhockey #workhardplayhard #houstonvelocity #isittimeforfallseasonyet https://t.co/BbWfult0MU",1,0,2022-05-03 01:07:24+00:00
345,arnoldphillip87,"RT @weatherhead_hc: Thread 3/3
📸📸

Action pictures - 
Historicals Ladies 3- Wanaichi HDF 0💫💫🏑🏑

📸 by @charlesmusoke17 👏🏽👏🏽

#weareweatherhe…",0,3,2022-05-02 21:30:31+00:00
346,arnoldphillip87,"RT @weatherhead_hc: Thread 2/3
📸📸

Action pictures - 
Historicals Ladies 3- Wanaichi HDF 0💫💫🏑🏑

📸 by @charlesmusoke17 👏🏽👏🏽

#weareweatherhe…",0,3,2022-05-02 21:30:27+00:00
347,arnoldphillip87,"RT @weatherhead_hc: Thread 1/3
📸📸

Action pictures - 
Historicals Ladies 3- Wanaichi HDF 0💫💫🏑🏑

📸 by @charlesmusoke17 👏🏽👏🏽

#weareweatherhe…",0,4,2022-05-02 21:30:23+00:00
348,ugandahockey,"RT @weatherhead_hc: Thread 1/3
📸📸

Action pictures - 
Historicals Ladies 3- Wanaichi HDF 0💫💫🏑🏑

📸 by @charlesmusoke17 👏🏽👏🏽

#weareweatherhe…",0,4,2022-05-02 21:29:46+00:00
349,ugandahockey,"RT @weatherhead_hc: Thread 2/3
📸📸

Action pictures - 
Historicals Ladies 3- Wanaichi HDF 0💫💫🏑🏑

📸 by @charlesmusoke17 👏🏽👏🏽

#weareweatherhe…",0,3,2022-05-02 21:29:43+00:00
350,ugandahockey,"RT @weatherhead_hc: Thread 3/3
📸📸

Action pictures - 
Historicals Ladies 3- Wanaichi HDF 0💫💫🏑🏑

📸 by @charlesmusoke17 👏🏽👏🏽

#weareweatherhe…",0,3,2022-05-02 21:29:41+00:00
351,weatherhead_hc,"Thread 3/3
📸📸

Action pictures - 
Historicals Ladies 3- Wanaichi HDF 0💫💫🏑🏑

📸 by @charlesmusoke17 👏🏽👏🏽

#weareweatherhead 
#fieldhockey🏑 

@Innovug @ugandahockey @pkt_style @___Pressbox @UOC_media @Sanyuzungu @kagerea @UGsportsENT @hockey256news @DhakabaKigongo https://t.co/FAqmkiOw7u",7,3,2022-05-02 21:29:24+00:00
352,weatherhead_hc,"Thread 2/3
📸📸

Action pictures - 
Historicals Ladies 3- Wanaichi HDF 0💫💫🏑🏑

📸 by @charlesmusoke17 👏🏽👏🏽

#weareweatherhead 
#fieldhockey🏑 

@Innovug @ugandahockey @pkt_style @___Pressbox @UOC_media @Sanyuzungu @kagerea @UGsportsENT @hockey256news @DhakabaKigongo https://t.co/mv8ty922B3",8,3,2022-05-02 21:29:15+00:00
353,weatherhead_hc,"Thread 1/3
📸📸

Action pictures - 
Historicals Ladies 3- Wanaichi HDF 0💫💫🏑🏑

📸 by @charlesmusoke17 👏🏽👏🏽

#weareweatherhead 
#fieldhockey🏑 

@Innovug @ugandahockey @pkt_style @___Pressbox @UOC_media @Sanyuzungu @kagerea @UGsportsENT @hockey256news @DhakabaKigongo https://t.co/xLUiLwcN3Z",14,4,2022-05-02 21:28:47+00:00
354,AChicWithStix,Harrow Elite Backpacks back in stock in select colors 😍 #fieldhockey #lacrosse #fieldhockeynj #lacrossenj #backpack #acws #achicwithstix https://t.co/9u1KXNiOax,1,0,2022-05-02 20:52:50+00:00
355,PinnaclePeepsMI,RT @GreatLakesRFH: COACH EDUCATION this week! Wednesday 7p-8p - VIRTUAL! Open Registration https://t.co/yRxkj5MZOQ. @PinnaclePeepsMI @maxfi…,0,1,2022-05-02 20:20:57+00:00
356,dellyranksindia,"FIH Hockey Rankings: India Men Up to Third, Women Ride Pro League Show to Best-Ever Seventh #FIH #FIHproLeague #hockey #HockeyRankings #India https://t.co/2uBQWofc8X
https://t.co/ETpoOFNcna",0,0,2022-05-02 19:57:15+00:00
357,GreatLakesRFH,COACH EDUCATION this week! Wednesday 7p-8p - VIRTUAL! Open Registration https://t.co/yRxkj5MZOQ. @PinnaclePeepsMI @maxfieldhockey @mhsfha #glrfh #fieldhockey #fieldhockeycoach #fieldhockeycoaching #fieldhockeylife https://t.co/ijEMjndRBr,4,1,2022-05-02 19:53:45+00:00
358,LethbridgeSport,"Canada Summer Job sport position for Lethbridge. #wearehiring #lookingforyou #yqlbusines #lethbridge
#alberta #summerstudent #fha #fieldhockey #awesome #yql #lethbridgesport https://t.co/9PFOpI7Tmn",0,1,2022-05-02 19:28:49+00:00
359,MakiaBenson,Number #9 💪🏾🏑 #fieldhockey #TeamUSA #osaka #PROBOW #DELAWARE #BEACHBASH https://t.co/oB7QtIRnuE,0,0,2022-05-02 17:30:45+00:00
360,TaoMacLeod,"RT @HalfCourtPress1: Having just spotted Sam Quek (@SamanthaQuek) as an answer to sporty Liverpudlians, on @TVsPointless I would have score…",0,3,2022-05-02 17:15:41+00:00
361,EdinburghWatch,"RT @HalfCourtPress1: Having just spotted Sam Quek (@SamanthaQuek) as an answer to sporty Liverpudlians, on @TVsPointless I would have score…",0,3,2022-05-02 17:15:37+00:00
362,CaledoniaAlbion,"RT @HalfCourtPress1: Having just spotted Sam Quek (@SamanthaQuek) as an answer to sporty Liverpudlians, on @TVsPointless I would have score…",0,3,2022-05-02 17:15:10+00:00
363,HalfCourtPress1,"Having just spotted Sam Quek (@SamanthaQuek) as an answer to sporty Liverpudlians, on @TVsPointless I would have scored six points… 😊🎉🏑

#Hockey #FieldHockey #Liverpool #BBC",3,3,2022-05-02 17:14:56+00:00
364,houstonvelocity,"Congrats to Hallie Villavechia-Bailey
(GK Duchesne ‘23/SBC ‘27) for committing to Sweet Briar College! Hallie is a founding member of Houston Velocity and now, a year later, marks our first player to commit to playing in college! @VixenHockey @odacathletics @NCAADIII #fieldhockey https://t.co/AjaWtZtHwl",4,0,2022-05-02 13:26:57+00:00
365,JAllen20,RT @HDGhockey: He’s now East Regional Champion! Well done little brother Ollie (captain) and the rest of the u10 CCHC team👏  @Y1Hockey @Per…,0,3,2022-05-02 13:09:54+00:00
366,witt_fh,225lb Front Squat for Ryleigh Bavineau!!! #HWPO #TigerUp #fieldhockey https://t.co/6mtGlkuf51,11,1,2022-05-02 13:02:55+00:00
367,pdg_at_avidity,RT @HDGhockey: He’s now East Regional Champion! Well done little brother Ollie (captain) and the rest of the u10 CCHC team👏  @Y1Hockey @Per…,0,3,2022-05-02 12:50:28+00:00
368,AliLangham65,"RT @TrinityHockey57: Summer games start soon. DM us your email address for more information!
#trinityhockey #hockey #midshockey #fieldhocke…",0,1,2022-05-02 11:49:55+00:00
369,RitualHockey,"BIG win for Lucas Veen and @HGCHockey yesterday 🔥👊 

#teamritual #ritualhockey #fieldhockey

📷- @WorldSportPics_ https://t.co/ZSo5nDMzXC",1,0,2022-05-02 10:21:26+00:00
370,NorthsHockey,"Check out a couple of the goals scored yesterday during a big Sunday of Hockey in Blue.
#NorthsHockey
#FieldHockey
#HockeyseasonInBlue2022 
#NewcastleHockey 
#HockeyNSW
#HockeyAustralia
#HockeyGoalScoringInBlue
#HockeyLife
#HockeyInvites
#GoYouBlueBaggers https://t.co/g9el793cNf",0,0,2022-05-02 10:15:01+00:00
371,blatt_etienne,"FIELD HOCKEY FITNESS DRILL: ENDURANCE 1 for all COACHES https://t.co/UKa9tOqqRp via @YouTube 

Hockey Family!!! NEW FITNESS DRILL ON THE CHANNEL FOR YOU COACHES TO USE IN THE NEXT TRAINING SESSION.

PLEASE CONSIDER SUBSCRIBING TO THE CHANNEL.
#fieldhockey #fieldhockeytips",0,0,2022-05-02 08:08:21+00:00
372,TrinityHockey57,"Summer games start soon. DM us your email address for more information!
#trinityhockey #hockey #midshockey #fieldhockey #surreyhockey #londonhockey #london #surrey #croydonhockey #englandhockey #fieldhockey #sport #getinspired #getactive #croydon #winning #newplayerswelcome https://t.co/cVts01aUNf",2,1,2022-05-02 05:37:08+00:00
373,TrinityHockey57,"🏑 Welcome to Trinity Hockey Club - hockey club with thriving colts section based in London Borough of Croydon, UK.  Welcoming new members 🏑
#trinityhockey #hockey #fieldhockey #surreyhockey #londonhockey #croydonhockey #englandhockey #fieldhockey #sport #newplayerswelcome https://t.co/47SRk8cjqi",0,0,2022-05-02 05:35:59+00:00
374,smitherboss,2022 beach bash champs! #fieldhockey #beachbash #tattoo beardgang https://t.co/MXNoDzyVG2,3,0,2022-05-02 02:45:06+00:00
375,FalconAthletic1,Meanwhile at Montclair State FalconFHC had 3 teams compete in the @montclairstatefh 7v7 Annual HS tournament!!! Luca Guy made a guest appearance to root on our teams!! Great job today ladies!  #fieldhockey #fhockey https://t.co/sCfpoRdAs6,0,0,2022-05-02 01:28:59+00:00
376,FalconAthletic1,Meanwhile at Montclair State FalconFHC had 3 teams compete in the @montclairstatefh 7v7 Annual HS tournament!!! Luca Guy made a guest appearance to root on our teams!! Great job today ladies!  #fieldhockey #fhockey https://t.co/KrfM7ylfrR,2,0,2022-05-02 01:26:59+00:00
377,brian_agler,RT @witt_fh: Welcome home! #TigerUp #Fieldhockey https://t.co/UXJ5hKanVU,0,3,2022-05-02 01:26:55+00:00
378,brian_agler,RT @witt_fh: Welcome home! #TigerUp #Fieldhockey https://t.co/fLmf9XXb7o,0,4,2022-05-02 01:26:50+00:00
379,FalconAthletic1,Congratulations to our U16 team for going undefeated and winning their pool! They gave up zero goals in four games!! Thank you @apexfieldhockeyevents for having us! Our players had a great time!! #fieldhockey #fhockey https://t.co/Y9GtpkWua9,2,0,2022-05-02 01:19:41+00:00
380,FalconAthletic1,Congratulations to our U12 team for going 2-2-0 today &amp; finishing third in their pool! Thank you @apexfieldhockeyevents for having us! Our players had a great time!! #fieldhockey #fhockey @ Iron Peak Sports &amp; Events https://t.co/EEAAlr0jQu,2,0,2022-05-02 01:16:45+00:00
381,HighlandsFHC,Great day of field hockey! Thanks to Ramsey for joining us today. #HFHC #HighlandsFieldHockey #HighlandsFieldHockeyClub #GrowTheGame #FieldHockey https://t.co/cl6mnnu1Hl,9,0,2022-05-01 23:53:43+00:00
382,houstonvelocity,"Smoking hot practice for our Uppers! Great job players!! 
.
.
#theheatisnojoke #fieldhockey #houston #growthegame #workhardplayhard #drinkplentyofwater #stayhydrated https://t.co/0vLPGGzXXa",3,0,2022-05-01 20:48:53+00:00
383,UDFHRvdK,"Another #fieldhockey fun filled weekend, this time with @DelawareFH and @MSU_FieldHockey alumnae and parents at #RulloStadium and #DeTurf. Great to see so many people and them still  being  passionate in playing this amazing sport. Go #bluehens and #SPND. https://t.co/Gh8WqgZNF0",7,0,2022-05-01 20:18:19+00:00
384,HDGhockey,He’s now East Regional Champion! Well done little brother Ollie (captain) and the rest of the u10 CCHC team👏  @Y1Hockey @PerseSport @MT__13 @class_hockey @JKHockey_ @EnglandHockey #Y1Nation #fieldhockey https://t.co/dg8aHJ3CU9,8,3,2022-05-01 19:22:25+00:00
385,houstonvelocity,"Minis and Juniors putting in the work on this hot #Houston Sunday afternoon! 
.
.
#fieldhockey #growthegame #workhardplayhard #stayhydrated https://t.co/Odt8iG6mKN",3,0,2022-05-01 18:51:27+00:00
386,houstonvelocity,"Love this group of humans! Playing #adultfieldhockey on a beautiful but 🔥HOT🔥 #Houston Sunday morning! 
.
.
#sodanghot #fieldhockey #growthegame #stayhydrated https://t.co/XImyryKLOG",3,0,2022-05-01 18:48:48+00:00
